model_uid,model_source,model_name,weights
devtimm_hrnet_w40,timm,hrnet_w40,
devtimm_hrnet_w44,timm,hrnet_w44,
devtimm_hrnet_w48,timm,hrnet_w48,
devtimm_hrnet_w64,timm,hrnet_w64,
devtimm_ig_resnext101_32x8d,timm,ig_resnext101_32x8d,
devtimm_ig_resnext101_32x16d,timm,ig_resnext101_32x16d,
devtimm_ig_resnext101_32x32d,timm,ig_resnext101_32x32d,
devtimm_ig_resnext101_32x48d,timm,ig_resnext101_32x48d,
devtimm_inception_resnet_v2,timm,inception_resnet_v2,
devtimm_inception_v3,timm,inception_v3,
devtimm_inception_v4,timm,inception_v4,
devtimm_jx_nest_base,timm,jx_nest_base,
devtimm_jx_nest_small,timm,jx_nest_small,
devtimm_jx_nest_tiny,timm,jx_nest_tiny,
devtimm_lambda_resnet26rpt_256,timm,lambda_resnet26rpt_256,
devtimm_lambda_resnet26t,timm,lambda_resnet26t,
devtimm_lambda_resnet50ts,timm,lambda_resnet50ts,
devtimm_lamhalobotnet50ts_256,timm,lamhalobotnet50ts_256,
devtimm_lcnet_050_ra2_in1k,timm,lcnet_050,ra2_in1k
devtimm_lcnet_075_ra2_in1k,timm,lcnet_075,ra2_in1k
devtimm_lcnet_100_ra2_in1k,timm,lcnet_100,ra2_in1k
devtimm_legacy_senet154,timm,legacy_senet154,
devtimm_legacy_seresnet18,timm,legacy_seresnet18,
devtimm_legacy_seresnet34,timm,legacy_seresnet34,
devtimm_legacy_seresnet50,timm,legacy_seresnet50,
devtimm_legacy_seresnet101,timm,legacy_seresnet101,
devtimm_legacy_seresnet152,timm,legacy_seresnet152,
devtimm_legacy_seresnext26_32x4d,timm,legacy_seresnext26_32x4d,
devtimm_legacy_seresnext50_32x4d,timm,legacy_seresnext50_32x4d,
devtimm_legacy_seresnext101_32x4d,timm,legacy_seresnext101_32x4d,
devtimm_levit_128_fb_dist_in1k,timm,levit_128,fb_dist_in1k
devtimm_levit_128s_fb_dist_in1k,timm,levit_128s,fb_dist_in1k
devtimm_levit_192_fb_dist_in1k,timm,levit_192,fb_dist_in1k
devtimm_levit_256_fb_dist_in1k,timm,levit_256,fb_dist_in1k
devtimm_levit_384_fb_dist_in1k,timm,levit_384,fb_dist_in1k
devtimm_levit_conv_128_fb_dist_in1k,timm,levit_conv_128,fb_dist_in1k
devtimm_levit_conv_128s_fb_dist_in1k,timm,levit_conv_128s,fb_dist_in1k
devtimm_levit_conv_192_fb_dist_in1k,timm,levit_conv_192,fb_dist_in1k
devtimm_levit_conv_256_fb_dist_in1k,timm,levit_conv_256,fb_dist_in1k
devtimm_levit_conv_384_fb_dist_in1k,timm,levit_conv_384,fb_dist_in1k
devtimm_maxvit_base_tf_224_in1k,timm,maxvit_base_tf_224,in1k
devtimm_maxvit_base_tf_384_in1k,timm,maxvit_base_tf_384,in1k
devtimm_maxvit_base_tf_384_in21k_ft_in1k,timm,maxvit_base_tf_384,in21k_ft_in1k
devtimm_maxvit_base_tf_512_in1k,timm,maxvit_base_tf_512,in1k
devtimm_maxvit_base_tf_512_in21k_ft_in1k,timm,maxvit_base_tf_512,in21k_ft_in1k
devtimm_maxvit_large_tf_224_in1k,timm,maxvit_large_tf_224,in1k
devtimm_maxvit_large_tf_384_in1k,timm,maxvit_large_tf_384,in1k
devtimm_maxvit_large_tf_384_in21k_ft_in1k,timm,maxvit_large_tf_384,in21k_ft_in1k
devtimm_maxvit_large_tf_512_in1k,timm,maxvit_large_tf_512,in1k
devtimm_maxvit_large_tf_512_in21k_ft_in1k,timm,maxvit_large_tf_512,in21k_ft_in1k
devtimm_maxvit_nano_rw_256_sw_in1k,timm,maxvit_nano_rw_256,sw_in1k
devtimm_maxvit_rmlp_base_rw_224_sw_in12k,timm,maxvit_rmlp_base_rw_224,sw_in12k
devtimm_maxvit_rmlp_base_rw_224_sw_in12k_ft_in1k,timm,maxvit_rmlp_base_rw_224,sw_in12k_ft_in1k
devtimm_maxvit_rmlp_base_rw_384_sw_in12k_ft_in1k,timm,maxvit_rmlp_base_rw_384,sw_in12k_ft_in1k
devtimm_maxvit_rmlp_nano_rw_256_sw_in1k,timm,maxvit_rmlp_nano_rw_256,sw_in1k
devtimm_maxvit_rmlp_pico_rw_256_sw_in1k,timm,maxvit_rmlp_pico_rw_256,sw_in1k
devtimm_maxvit_rmlp_small_rw_224_sw_in1k,timm,maxvit_rmlp_small_rw_224,sw_in1k
devtimm_maxvit_rmlp_tiny_rw_256_sw_in1k,timm,maxvit_rmlp_tiny_rw_256,sw_in1k
devtimm_maxvit_small_tf_224_in1k,timm,maxvit_small_tf_224,in1k
devtimm_maxvit_small_tf_384_in1k,timm,maxvit_small_tf_384,in1k
devtimm_maxvit_small_tf_512_in1k,timm,maxvit_small_tf_512,in1k
devtimm_maxvit_tiny_rw_224_sw_in1k,timm,maxvit_tiny_rw_224,sw_in1k
devtimm_maxvit_tiny_tf_224_in1k,timm,maxvit_tiny_tf_224,in1k
devtimm_maxvit_tiny_tf_384_in1k,timm,maxvit_tiny_tf_384,in1k
devtimm_maxvit_tiny_tf_512_in1k,timm,maxvit_tiny_tf_512,in1k
devtimm_maxvit_xlarge_tf_384_in21k_ft_in1k,timm,maxvit_xlarge_tf_384,in21k_ft_in1k
devtimm_maxvit_xlarge_tf_512_in21k_ft_in1k,timm,maxvit_xlarge_tf_512,in21k_ft_in1k
devtimm_maxxvit_rmlp_nano_rw_256_sw_in1k,timm,maxxvit_rmlp_nano_rw_256,sw_in1k
devtimm_maxxvit_rmlp_small_rw_256_sw_in1k,timm,maxxvit_rmlp_small_rw_256,sw_in1k
devtimm_maxxvitv2_nano_rw_256_sw_in1k,timm,maxxvitv2_nano_rw_256,sw_in1k
devtimm_maxxvitv2_rmlp_base_rw_224_sw_in12k,timm,maxxvitv2_rmlp_base_rw_224,sw_in12k
devtimm_maxxvitv2_rmlp_base_rw_224_sw_in12k_ft_in1k,timm,maxxvitv2_rmlp_base_rw_224,sw_in12k_ft_in1k
devtimm_maxxvitv2_rmlp_base_rw_384_sw_in12k_ft_in1k,timm,maxxvitv2_rmlp_base_rw_384,sw_in12k_ft_in1k
devtimm_mixer_b16_224_goog_in21k,timm,mixer_b16_224,goog_in21k
devtimm_mixer_b16_224_goog_in21k_ft_in1k,timm,mixer_b16_224,goog_in21k_ft_in1k
devtimm_mixer_b16_224_miil_in21k,timm,mixer_b16_224,miil_in21k
devtimm_mixer_b16_224_miil_in21k_ft_in1k,timm,mixer_b16_224,miil_in21k_ft_in1k
devtimm_mixer_l16_224_goog_in21k,timm,mixer_l16_224,goog_in21k
devtimm_mixer_l16_224_goog_in21k_ft_in1k,timm,mixer_l16_224,goog_in21k_ft_in1k
devtimm_mixnet_l_ft_in1k,timm,mixnet_l,ft_in1k
devtimm_mixnet_m_ft_in1k,timm,mixnet_m,ft_in1k
devtimm_mixnet_s_ft_in1k,timm,mixnet_s,ft_in1k
devtimm_mixnet_xl_ra_in1k,timm,mixnet_xl,ra_in1k
devtimm_mnasnet_100_rmsp_in1k,timm,mnasnet_100,rmsp_in1k
devtimm_mnasnet_small_lamb_in1k,timm,mnasnet_small,lamb_in1k
devtimm_mobilenetv2_050_lamb_in1k,timm,mobilenetv2_050,lamb_in1k
devtimm_mobilenetv2_100_ra_in1k,timm,mobilenetv2_100,ra_in1k
devtimm_mobilenetv2_110d_ra_in1k,timm,mobilenetv2_110d,ra_in1k
devtimm_mobilenetv2_120d_ra_in1k,timm,mobilenetv2_120d,ra_in1k
devtimm_mobilenetv2_140_ra_in1k,timm,mobilenetv2_140,ra_in1k
devtimm_mobilenetv3_large_100_miil_in21k,timm,mobilenetv3_large_100,miil_in21k
devtimm_mobilenetv3_large_100_miil_in21k_ft_in1k,timm,mobilenetv3_large_100,miil_in21k_ft_in1k
devtimm_mobilenetv3_large_100_ra_in1k,timm,mobilenetv3_large_100,ra_in1k
devtimm_mobilenetv3_rw_rmsp_in1k,timm,mobilenetv3_rw,rmsp_in1k
devtimm_mobilenetv3_small_050_lamb_in1k,timm,mobilenetv3_small_050,lamb_in1k
devtimm_mobilenetv3_small_075_lamb_in1k,timm,mobilenetv3_small_075,lamb_in1k
devtimm_mobilenetv3_small_100_lamb_in1k,timm,mobilenetv3_small_100,lamb_in1k
devtimm_mobilevit_s,timm,mobilevit_s,
devtimm_mobilevit_xs,timm,mobilevit_xs,
devtimm_mobilevit_xxs,timm,mobilevit_xxs,
devtimm_mobilevitv2_050,timm,mobilevitv2_050,
devtimm_mobilevitv2_075,timm,mobilevitv2_075,
devtimm_mobilevitv2_100,timm,mobilevitv2_100,
devtimm_mobilevitv2_125,timm,mobilevitv2_125,
devtimm_mobilevitv2_150,timm,mobilevitv2_150,
devtimm_mobilevitv2_150_384_in22ft1k,timm,mobilevitv2_150_384_in22ft1k,
devtimm_mobilevitv2_150_in22ft1k,timm,mobilevitv2_150_in22ft1k,
devtimm_mobilevitv2_175,timm,mobilevitv2_175,
devtimm_mobilevitv2_175_384_in22ft1k,timm,mobilevitv2_175_384_in22ft1k,
devtimm_mobilevitv2_175_in22ft1k,timm,mobilevitv2_175_in22ft1k,
devtimm_mobilevitv2_200,timm,mobilevitv2_200,
devtimm_mobilevitv2_200_384_in22ft1k,timm,mobilevitv2_200_384_in22ft1k,
devtimm_mobilevitv2_200_in22ft1k,timm,mobilevitv2_200_in22ft1k,
devtimm_mvitv2_base,timm,mvitv2_base,
devtimm_mvitv2_large,timm,mvitv2_large,
devtimm_mvitv2_small,timm,mvitv2_small,
devtimm_mvitv2_tiny,timm,mvitv2_tiny,
devtimm_nasnetalarge,timm,nasnetalarge,
devtimm_nf_regnet_b1_ra2_in1k,timm,nf_regnet_b1,ra2_in1k
devtimm_nf_resnet50_ra2_in1k,timm,nf_resnet50,ra2_in1k
devtimm_nfnet_l0_ra2_in1k,timm,nfnet_l0,ra2_in1k
devtimm_pit_b_224,timm,pit_b_224,
devtimm_pit_b_distilled_224,timm,pit_b_distilled_224,
devtimm_pit_s_224,timm,pit_s_224,
devtimm_pit_s_distilled_224,timm,pit_s_distilled_224,
devtimm_pit_ti_224,timm,pit_ti_224,
devtimm_pit_ti_distilled_224,timm,pit_ti_distilled_224,
devtimm_pit_xs_224,timm,pit_xs_224,
devtimm_pit_xs_distilled_224,timm,pit_xs_distilled_224,
devtimm_pnasnet5large,timm,pnasnet5large,
devtimm_poolformer_m36,timm,poolformer_m36,
devtimm_poolformer_m48,timm,poolformer_m48,
devtimm_poolformer_s12,timm,poolformer_s12,
devtimm_poolformer_s24,timm,poolformer_s24,
devtimm_poolformer_s36,timm,poolformer_s36,
devtimm_pvt_v2_b0,timm,pvt_v2_b0,
devtimm_pvt_v2_b1,timm,pvt_v2_b1,
devtimm_pvt_v2_b2,timm,pvt_v2_b2,
devtimm_pvt_v2_b2_li,timm,pvt_v2_b2_li,
devtimm_pvt_v2_b3,timm,pvt_v2_b3,
devtimm_pvt_v2_b4,timm,pvt_v2_b4,
devtimm_pvt_v2_b5,timm,pvt_v2_b5,
devtimm_regnetv_040_ra3_in1k,timm,regnetv_040,ra3_in1k
devtimm_regnetv_064_ra3_in1k,timm,regnetv_064,ra3_in1k
devtimm_regnetx_002_pycls_in1k,timm,regnetx_002,pycls_in1k
devtimm_regnetx_004_pycls_in1k,timm,regnetx_004,pycls_in1k
devtimm_regnetx_004_tv_tv2_in1k,timm,regnetx_004_tv,tv2_in1k
devtimm_regnetx_006_pycls_in1k,timm,regnetx_006,pycls_in1k
devtimm_regnetx_008_pycls_in1k,timm,regnetx_008,pycls_in1k
devtimm_regnetx_008_tv2_in1k,timm,regnetx_008,tv2_in1k
devtimm_regnetx_016_pycls_in1k,timm,regnetx_016,pycls_in1k
devtimm_regnetx_016_tv2_in1k,timm,regnetx_016,tv2_in1k
devtimm_regnetx_032_pycls_in1k,timm,regnetx_032,pycls_in1k
devtimm_regnetx_032_tv2_in1k,timm,regnetx_032,tv2_in1k
devtimm_regnetx_040_pycls_in1k,timm,regnetx_040,pycls_in1k
devtimm_regnetx_064_pycls_in1k,timm,regnetx_064,pycls_in1k
devtimm_regnetx_080_pycls_in1k,timm,regnetx_080,pycls_in1k
devtimm_regnetx_080_tv2_in1k,timm,regnetx_080,tv2_in1k
devtimm_regnetx_120_pycls_in1k,timm,regnetx_120,pycls_in1k
devtimm_regnetx_160_pycls_in1k,timm,regnetx_160,pycls_in1k
devtimm_regnetx_160_tv2_in1k,timm,regnetx_160,tv2_in1k
devtimm_regnetx_320_pycls_in1k,timm,regnetx_320,pycls_in1k
devtimm_regnetx_320_tv2_in1k,timm,regnetx_320,tv2_in1k
devtimm_regnety_002_pycls_in1k,timm,regnety_002,pycls_in1k
devtimm_regnety_004_pycls_in1k,timm,regnety_004,pycls_in1k
devtimm_regnety_004_tv2_in1k,timm,regnety_004,tv2_in1k
devtimm_regnety_006_pycls_in1k,timm,regnety_006,pycls_in1k
devtimm_regnety_008_pycls_in1k,timm,regnety_008,pycls_in1k
devtimm_regnety_008_tv_tv2_in1k,timm,regnety_008_tv,tv2_in1k
devtimm_regnety_016_pycls_in1k,timm,regnety_016,pycls_in1k
devtimm_regnety_016_tv2_in1k,timm,regnety_016,tv2_in1k
devtimm_regnety_032_pycls_in1k,timm,regnety_032,pycls_in1k
devtimm_regnety_032_ra_in1k,timm,regnety_032,ra_in1k
devtimm_regnety_032_tv2_in1k,timm,regnety_032,tv2_in1k
devtimm_regnety_040_pycls_in1k,timm,regnety_040,pycls_in1k
devtimm_regnety_040_ra3_in1k,timm,regnety_040,ra3_in1k
devtimm_regnety_064_pycls_in1k,timm,regnety_064,pycls_in1k
devtimm_regnety_064_ra3_in1k,timm,regnety_064,ra3_in1k
devtimm_regnety_080_pycls_in1k,timm,regnety_080,pycls_in1k
devtimm_regnety_080_ra3_in1k,timm,regnety_080,ra3_in1k
devtimm_regnety_080_tv_tv2_in1k,timm,regnety_080_tv,tv2_in1k
devtimm_regnety_120_pycls_in1k,timm,regnety_120,pycls_in1k
devtimm_regnety_120_sw_in12k,timm,regnety_120,sw_in12k
devtimm_regnety_120_sw_in12k_ft_in1k,timm,regnety_120,sw_in12k_ft_in1k
devtimm_regnety_160_deit_in1k,timm,regnety_160,deit_in1k
devtimm_regnety_160_lion_in12k_ft_in1k,timm,regnety_160,lion_in12k_ft_in1k
devtimm_regnety_160_pycls_in1k,timm,regnety_160,pycls_in1k
devtimm_regnety_160_sw_in12k,timm,regnety_160,sw_in12k
devtimm_regnety_160_sw_in12k_ft_in1k,timm,regnety_160,sw_in12k_ft_in1k
devtimm_regnety_160_swag_ft_in1k,timm,regnety_160,swag_ft_in1k
devtimm_regnety_160_swag_lc_in1k,timm,regnety_160,swag_lc_in1k
devtimm_regnety_160_tv2_in1k,timm,regnety_160,tv2_in1k
devtimm_regnety_320_pycls_in1k,timm,regnety_320,pycls_in1k
devtimm_regnety_320_seer,timm,regnety_320,seer
devtimm_regnety_320_seer_ft_in1k,timm,regnety_320,seer_ft_in1k
devtimm_regnety_320_swag_ft_in1k,timm,regnety_320,swag_ft_in1k
devtimm_regnety_320_swag_lc_in1k,timm,regnety_320,swag_lc_in1k
devtimm_regnety_320_tv2_in1k,timm,regnety_320,tv2_in1k
devtimm_regnety_640_seer,timm,regnety_640,seer
devtimm_regnety_640_seer_ft_in1k,timm,regnety_640,seer_ft_in1k
devtimm_regnety_1280_seer,timm,regnety_1280,seer
devtimm_regnety_1280_seer_ft_in1k,timm,regnety_1280,seer_ft_in1k
devtimm_regnety_1280_swag_ft_in1k,timm,regnety_1280,swag_ft_in1k
devtimm_regnety_1280_swag_lc_in1k,timm,regnety_1280,swag_lc_in1k
devtimm_regnety_2560_seer_ft_in1k,timm,regnety_2560,seer_ft_in1k
devtimm_regnetz_040_ra3_in1k,timm,regnetz_040,ra3_in1k
devtimm_regnetz_040_h_ra3_in1k,timm,regnetz_040_h,ra3_in1k
devtimm_regnetz_b16_ra3_in1k,timm,regnetz_b16,ra3_in1k
devtimm_regnetz_c16_ra3_in1k,timm,regnetz_c16,ra3_in1k
devtimm_regnetz_c16_evos_ch_in1k,timm,regnetz_c16_evos,ch_in1k
devtimm_regnetz_d8_ra3_in1k,timm,regnetz_d8,ra3_in1k
devtimm_regnetz_d8_evos_ch_in1k,timm,regnetz_d8_evos,ch_in1k
devtimm_regnetz_d32_ra3_in1k,timm,regnetz_d32,ra3_in1k
devtimm_regnetz_e8_ra3_in1k,timm,regnetz_e8,ra3_in1k
devtimm_repvgg_a2_rvgg_in1k,timm,repvgg_a2,rvgg_in1k
devtimm_repvgg_b0_rvgg_in1k,timm,repvgg_b0,rvgg_in1k
devtimm_repvgg_b1_rvgg_in1k,timm,repvgg_b1,rvgg_in1k
devtimm_repvgg_b1g4_rvgg_in1k,timm,repvgg_b1g4,rvgg_in1k
devtimm_repvgg_b2_rvgg_in1k,timm,repvgg_b2,rvgg_in1k
devtimm_repvgg_b2g4_rvgg_in1k,timm,repvgg_b2g4,rvgg_in1k
devtimm_repvgg_b3_rvgg_in1k,timm,repvgg_b3,rvgg_in1k
devtimm_repvgg_b3g4_rvgg_in1k,timm,repvgg_b3g4,rvgg_in1k
devtimm_res2net50_14w_8s,timm,res2net50_14w_8s,
devtimm_res2net50_26w_4s,timm,res2net50_26w_4s,
devtimm_res2net50_26w_6s,timm,res2net50_26w_6s,
devtimm_res2net50_26w_8s,timm,res2net50_26w_8s,
devtimm_res2net50_48w_2s,timm,res2net50_48w_2s,
devtimm_res2net101_26w_4s,timm,res2net101_26w_4s,
devtimm_res2next50,timm,res2next50,
devtimm_resmlp_12_224_fb_dino,timm,resmlp_12_224,fb_dino
devtimm_resmlp_12_224_fb_distilled_in1k,timm,resmlp_12_224,fb_distilled_in1k
devtimm_resmlp_12_224_fb_in1k,timm,resmlp_12_224,fb_in1k
devtimm_resmlp_24_224_fb_dino,timm,resmlp_24_224,fb_dino
devtimm_resmlp_24_224_fb_distilled_in1k,timm,resmlp_24_224,fb_distilled_in1k
devtimm_resmlp_24_224_fb_in1k,timm,resmlp_24_224,fb_in1k
devtimm_resmlp_36_224_fb_distilled_in1k,timm,resmlp_36_224,fb_distilled_in1k
devtimm_resmlp_36_224_fb_in1k,timm,resmlp_36_224,fb_in1k
devtimm_resmlp_big_24_224_fb_distilled_in1k,timm,resmlp_big_24_224,fb_distilled_in1k
devtimm_resmlp_big_24_224_fb_in1k,timm,resmlp_big_24_224,fb_in1k
devtimm_resmlp_big_24_224_fb_in22k_ft_in1k,timm,resmlp_big_24_224,fb_in22k_ft_in1k
devtimm_resnest14d,timm,resnest14d,
devtimm_resnest26d,timm,resnest26d,
devtimm_resnest50d,timm,resnest50d,
devtimm_resnest50d_1s4x24d,timm,resnest50d_1s4x24d,
devtimm_resnest50d_4s2x40d,timm,resnest50d_4s2x40d,
devtimm_resnest101e,timm,resnest101e,
devtimm_resnest200e,timm,resnest200e,
devtimm_resnest269e,timm,resnest269e,
devtimm_resnet10t,timm,resnet10t,
devtimm_resnet14t,timm,resnet14t,
devtimm_resnet18,timm,resnet18,
devtimm_resnet18d,timm,resnet18d,
devtimm_resnet26,timm,resnet26,
devtimm_resnet26d,timm,resnet26d,
devtimm_resnet26t,timm,resnet26t,
devtimm_resnet32ts_ra2_in1k,timm,resnet32ts,ra2_in1k
devtimm_resnet33ts_ra2_in1k,timm,resnet33ts,ra2_in1k
devtimm_resnet34,timm,resnet34,
devtimm_resnet34d,timm,resnet34d,
devtimm_resnet50,timm,resnet50,
devtimm_resnet50_gn,timm,resnet50_gn,
devtimm_resnet50d,timm,resnet50d,
devtimm_resnet51q_ra2_in1k,timm,resnet51q,ra2_in1k
devtimm_resnet61q_ra2_in1k,timm,resnet61q,ra2_in1k
devtimm_resnet101,timm,resnet101,
devtimm_resnet101d,timm,resnet101d,
devtimm_resnet152,timm,resnet152,
devtimm_resnet152d,timm,resnet152d,
devtimm_resnet200d,timm,resnet200d,
devtimm_resnetaa50,timm,resnetaa50,
devtimm_resnetblur50,timm,resnetblur50,
devtimm_resnetrs50,timm,resnetrs50,
devtimm_resnetrs101,timm,resnetrs101,
devtimm_resnetrs152,timm,resnetrs152,
devtimm_resnetrs200,timm,resnetrs200,
devtimm_resnetrs270,timm,resnetrs270,
devtimm_resnetrs350,timm,resnetrs350,
devtimm_resnetrs420,timm,resnetrs420,
devtimm_resnetv2_50_a1h_in1k,timm,resnetv2_50,a1h_in1k
devtimm_resnetv2_50d_evos_ah_in1k,timm,resnetv2_50d_evos,ah_in1k
devtimm_resnetv2_50d_gn_ah_in1k,timm,resnetv2_50d_gn,ah_in1k
devtimm_resnetv2_50x1_bit_goog_distilled_in1k,timm,resnetv2_50x1_bit,goog_distilled_in1k
devtimm_resnetv2_50x1_bit_goog_in21k,timm,resnetv2_50x1_bit,goog_in21k
devtimm_resnetv2_50x1_bit_goog_in21k_ft_in1k,timm,resnetv2_50x1_bit,goog_in21k_ft_in1k
devtimm_resnetv2_50x3_bit_goog_in21k,timm,resnetv2_50x3_bit,goog_in21k
devtimm_resnetv2_50x3_bit_goog_in21k_ft_in1k,timm,resnetv2_50x3_bit,goog_in21k_ft_in1k
devtimm_resnetv2_101_a1h_in1k,timm,resnetv2_101,a1h_in1k
devtimm_resnetv2_101x1_bit_goog_in21k,timm,resnetv2_101x1_bit,goog_in21k
devtimm_resnetv2_101x1_bit_goog_in21k_ft_in1k,timm,resnetv2_101x1_bit,goog_in21k_ft_in1k
devtimm_resnetv2_101x3_bit_goog_in21k,timm,resnetv2_101x3_bit,goog_in21k
devtimm_resnetv2_101x3_bit_goog_in21k_ft_in1k,timm,resnetv2_101x3_bit,goog_in21k_ft_in1k
devtimm_resnetv2_152x2_bit_goog_in21k,timm,resnetv2_152x2_bit,goog_in21k
devtimm_resnetv2_152x2_bit_goog_in21k_ft_in1k,timm,resnetv2_152x2_bit,goog_in21k_ft_in1k
devtimm_resnetv2_152x2_bit_goog_teacher_in21k_ft_in1k,timm,resnetv2_152x2_bit,goog_teacher_in21k_ft_in1k
devtimm_resnetv2_152x2_bit_goog_teacher_in21k_ft_in1k_384,timm,resnetv2_152x2_bit,goog_teacher_in21k_ft_in1k_384
devtimm_resnetv2_152x4_bit_goog_in21k,timm,resnetv2_152x4_bit,goog_in21k
devtimm_resnetv2_152x4_bit_goog_in21k_ft_in1k,timm,resnetv2_152x4_bit,goog_in21k_ft_in1k
devtimm_resnext26ts_ra2_in1k,timm,resnext26ts,ra2_in1k
devtimm_resnext50_32x4d,timm,resnext50_32x4d,
devtimm_resnext50d_32x4d,timm,resnext50d_32x4d,
devtimm_resnext101_32x8d,timm,resnext101_32x8d,
devtimm_resnext101_64x4d,timm,resnext101_64x4d,
devtimm_rexnet_100_nav_in1k,timm,rexnet_100,nav_in1k
devtimm_rexnet_130_nav_in1k,timm,rexnet_130,nav_in1k
devtimm_rexnet_150_nav_in1k,timm,rexnet_150,nav_in1k
devtimm_rexnet_200_nav_in1k,timm,rexnet_200,nav_in1k
devtimm_rexnet_300_nav_in1k,timm,rexnet_300,nav_in1k
devtimm_rexnetr_200_sw_in12k,timm,rexnetr_200,sw_in12k
devtimm_rexnetr_200_sw_in12k_ft_in1k,timm,rexnetr_200,sw_in12k_ft_in1k
devtimm_rexnetr_300_sw_in12k,timm,rexnetr_300,sw_in12k
devtimm_rexnetr_300_sw_in12k_ft_in1k,timm,rexnetr_300,sw_in12k_ft_in1k
devtimm_sebotnet33ts_256,timm,sebotnet33ts_256,
devtimm_sehalonet33ts,timm,sehalonet33ts,
devtimm_selecsls42b,timm,selecsls42b,
devtimm_selecsls60,timm,selecsls60,
devtimm_selecsls60b,timm,selecsls60b,
devtimm_semnasnet_075_rmsp_in1k,timm,semnasnet_075,rmsp_in1k
devtimm_semnasnet_100_rmsp_in1k,timm,semnasnet_100,rmsp_in1k
devtimm_sequencer2d_l,timm,sequencer2d_l,
devtimm_sequencer2d_m,timm,sequencer2d_m,
devtimm_sequencer2d_s,timm,sequencer2d_s,
devtimm_seresnet33ts_ra2_in1k,timm,seresnet33ts,ra2_in1k
devtimm_seresnet50,timm,seresnet50,
devtimm_seresnet152d,timm,seresnet152d,
devtimm_seresnext26d_32x4d,timm,seresnext26d_32x4d,
devtimm_seresnext26t_32x4d,timm,seresnext26t_32x4d,
devtimm_seresnext26ts_ch_in1k,timm,seresnext26ts,ch_in1k
devtimm_seresnext50_32x4d,timm,seresnext50_32x4d,
devtimm_seresnext101_32x8d,timm,seresnext101_32x8d,
devtimm_seresnext101d_32x8d,timm,seresnext101d_32x8d,
devtimm_seresnextaa101d_32x8d,timm,seresnextaa101d_32x8d,
devtimm_skresnet18,timm,skresnet18,
devtimm_skresnet34,timm,skresnet34,
devtimm_skresnext50_32x4d,timm,skresnext50_32x4d,
devtimm_spnasnet_100_rmsp_in1k,timm,spnasnet_100,rmsp_in1k
devtimm_ssl_resnet18,timm,ssl_resnet18,
devtimm_ssl_resnet50,timm,ssl_resnet50,
devtimm_ssl_resnext50_32x4d,timm,ssl_resnext50_32x4d,
devtimm_ssl_resnext101_32x4d,timm,ssl_resnext101_32x4d,
devtimm_ssl_resnext101_32x8d,timm,ssl_resnext101_32x8d,
devtimm_ssl_resnext101_32x16d,timm,ssl_resnext101_32x16d,
devtimm_swin_base_patch4_window7_224_ms_in1k,timm,swin_base_patch4_window7_224,ms_in1k
devtimm_swin_base_patch4_window7_224_ms_in22k,timm,swin_base_patch4_window7_224,ms_in22k
devtimm_swin_base_patch4_window7_224_ms_in22k_ft_in1k,timm,swin_base_patch4_window7_224,ms_in22k_ft_in1k
devtimm_swin_base_patch4_window12_384_ms_in1k,timm,swin_base_patch4_window12_384,ms_in1k
devtimm_swin_base_patch4_window12_384_ms_in22k,timm,swin_base_patch4_window12_384,ms_in22k
devtimm_swin_base_patch4_window12_384_ms_in22k_ft_in1k,timm,swin_base_patch4_window12_384,ms_in22k_ft_in1k
devtimm_swin_large_patch4_window7_224_ms_in22k,timm,swin_large_patch4_window7_224,ms_in22k
devtimm_swin_large_patch4_window7_224_ms_in22k_ft_in1k,timm,swin_large_patch4_window7_224,ms_in22k_ft_in1k
devtimm_swin_large_patch4_window12_384_ms_in22k,timm,swin_large_patch4_window12_384,ms_in22k
devtimm_swin_large_patch4_window12_384_ms_in22k_ft_in1k,timm,swin_large_patch4_window12_384,ms_in22k_ft_in1k
devtimm_swin_s3_base_224_ms_in1k,timm,swin_s3_base_224,ms_in1k
devtimm_swin_s3_small_224_ms_in1k,timm,swin_s3_small_224,ms_in1k
devtimm_swin_s3_tiny_224_ms_in1k,timm,swin_s3_tiny_224,ms_in1k
devtimm_swin_small_patch4_window7_224_ms_in1k,timm,swin_small_patch4_window7_224,ms_in1k
devtimm_swin_small_patch4_window7_224_ms_in22k,timm,swin_small_patch4_window7_224,ms_in22k
devtimm_swin_small_patch4_window7_224_ms_in22k_ft_in1k,timm,swin_small_patch4_window7_224,ms_in22k_ft_in1k
devtimm_swin_tiny_patch4_window7_224_ms_in1k,timm,swin_tiny_patch4_window7_224,ms_in1k
devtimm_swin_tiny_patch4_window7_224_ms_in22k,timm,swin_tiny_patch4_window7_224,ms_in22k
devtimm_swin_tiny_patch4_window7_224_ms_in22k_ft_in1k,timm,swin_tiny_patch4_window7_224,ms_in22k_ft_in1k
devtimm_swinv2_base_window8_256_ms_in1k,timm,swinv2_base_window8_256,ms_in1k
devtimm_swinv2_base_window12_192_ms_in22k,timm,swinv2_base_window12_192,ms_in22k
devtimm_swinv2_base_window12to16_192to256_ms_in22k_ft_in1k,timm,swinv2_base_window12to16_192to256,ms_in22k_ft_in1k
devtimm_swinv2_base_window12to24_192to384_ms_in22k_ft_in1k,timm,swinv2_base_window12to24_192to384,ms_in22k_ft_in1k
